title,genres,release_year,overview,imdb_id,budget,revenue,vote_average,vote_count,release_decade
No Place to Hide,"Drama, Crime, Thriller",1970,"In New York in the late 60s, a politically motivated group of students plans bombings of company offices who do business with dictators in Middle American countries. But when they contact a known terrorist and bombing specialist, the FBI gets on their track.",tt0066156,0,0.0,5.0,2.0,1970-1979
Where’s Poppa?,Comedy,1970,"When New York attorney Gordon Hocheiser meets Louise Callan, the girl of his dreams, he schemes to eliminate his aging, senile mother, even though he promised his late father that he'd always take care of her. He fears that his batty mom's eccentricities will shortly lead to Louise's departure.",tt0066563,0,0.0,6.9,11.0,1970-1979
Street Scenes,Documentary,1970,Documentary on May 1970 antiwar protests in New York City and Washington D.C..,tt0066416,0,0.0,0.0,0.0,1970-1979
"Hi, Mom!","Comedy, Drama",1970,"Vietnam vet John Rubin returns to New York and rents a rundown flat in Greenwhich Village. It is in this flat that he begins to film, 'Peeping Tom' style, the people in the apartment across the street. His obsession with making films leads him to fall in with a radical 'Black Power' group, which in turn leads him to carry out a bizarre act of urban terrorism.",tt0065836,0,0.0,5.8,20.0,1970-1979
The Angel Levine,Drama,1970,"Morris Mishkin is a elderly religious Jew in New York. His wife Fanny is very ill. He's a tailor, but he can't work because his back has given out. He doesn't even have enough money for Fanny's medicine. Finally, a black fellow appears from nowhere in the Mishkin kitchen. He says he's an angel from God, sent to help Mishkin. The black angel is even Jewish, named Alex Levine? But will Morris believe in the angel? And can the angel perform the miracle that he promises?  Written by Martin Lewison",tt0065400,0,0.0,0.0,0.0,1970-1979
Midnight Cowboy,Drama,1969,A naive male prostitute and his sickly friend struggle to survive on the streets of New York City.,tt0064665,3600000,44785053.0,7.4,307.0,1960-1969
The Sterile Cuckoo,"Comedy, Drama",1969,"Two students from neighboring colleges in upstate New York are swept up in a tragic romantic interlude calling for a maturity of vision beyond their experience of capabilities. Pookie Adams - a kooky, lonely misfit with no family and no place to go, insists on calling all those who won't participate in her world, ""weirdos,"" clings to a quiet studious Jerry, who has the ability to make a choice of living in Pookie's private little world or be accepted by the society that Pookie rejects. Unwittingly, it is through their awkward relationship that Pookie actually prepares Jerry for the world of ""weirdos"" that she doesn't fit into or wish to be apart of.",tt0065037,0,0.0,4.1,6.0,1960-1969
The Sicilian Clan,Crime,1969,"Roger Santet is a convicted murderer sprung from prison by the Sicilian clan headed by the aging Vittorio Manalese. They conspire to steal a large cache of jewels from an exhibit in Rome. As they are preparing for the heist, the mobster's American friend Tony Nicosia suggests that a better way to get the rocks would be to hijack the transport plane while it is en route to New York. The dogged inspector Le Goff is using all the available resources to thwart their plans. Though the heist itself is successful, Santet finds himself trapped by the mob because of his fling with Manalese's daughter-in-law",tt0064169,0,0.0,7.1,38.0,1960-1969
Some Kind of a Nut,Comedy,1969,"A New York City bank teller becomes a media celebrity when he refuses to comply with his employer's demands that he shave his beard. Directed by Garson Kanin, this 1969 comedy stars Dick Van Dyke, Angie Dickinson, Rosemary Forsyth, Zohra Lampert, Carole Shelley, David Doyle, Elliott Reid, Pippa Scott, Connie Gilchrist, Roy Roberts and Peter Turgeon.",tt0065010,0,0.0,6.0,1.0,1960-1969
Machine Gun McCain,"Drama, Action, Thriller, Crime, Foreign",1969,"After serving 12 years behind bars for armed robbery, tough guy Hank McCain finds himself the pawn of a ruthless mob runt's rebellion against a high level don. When McCain discovers that he's been betrayed and abandoned by his new employer, he retaliates with a high stakes Las Vegas casino heist that erupts into all-out war on the streets of Los Angeles, San Francisco and New York. Not blood, nor lust, nor wedding vows can come between McCain and his money...or his machine gun.",tt0065895,0,0.0,7.3,6.0,1960-1969
Diaries Notes and Sketches,Documentary,1969,An epic portrait of the New York avant-garde art scene of the 60s.,tt0196499,0,0.0,9.0,3.0,1960-1969
Love and Anger,Drama,1969,"Five short stories with contemporary settings. In New York, people are indifferent to derelicts sleeping on sidewalks, to a woman's assault in front of an apartment building, and to a couple injured in a car crash. A man, stripped of his identity, dies in bed with actors expressing his agony. A cheerful, innocent young man walking a city street in a time of war pays a price for this innocence. A couple talks about cinema while it watches another couple talk of love and truth on the eve of one character's return to Cuba. Striking students take over a university classroom; an argument follows about revolution or incremental change.",tt0064019,0,0.0,5.3,8.0,1960-1969
"Hello, Dolly!","Comedy, Family, Music, Romance",1969,"Matchmaker, Dolly Levi takes a trip to Yonkers, New York to see the ""well-known unmarried half-a-millionaire,"" Horace Vandergelder. While there, she convinces him, his two stock clerks and his niece and her beau to go to New York City.",tt0064418,24000000,33208099.0,6.6,61.0,1960-1969
The April Fools,"Drama, Comedy, Romance",1969,"Newly-promoted if none too happily married Howard Brubaker leaves a rowdy Company party early with the stunning Catherine, whom it turns out is herself unhappily married - to the boss. They spend an innocent night in New York becoming more and more attracted to each other, so that when Catherine announces she intends to leave her husband and return to Paris Howard asks to go along too. In the cold light of morning problems and pressures from spouses crowd in",tt0064036,0,0.0,6.0,3.0,1960-1969
Hercules in New York,"Action, Adventure, Comedy, Fantasy, Science Fiction",1969,Hercules (Schwarzenegger) is sent to Earth where he finds true love and starts a promising career in the bodybuilder business.,tt0065832,0,0.0,3.7,63.0,1960-1969
No Way to Treat a Lady,"Comedy, Thriller",1968,"Christopher Gill is a psychotic killer who uses various disguises to trick and strangle his victims. Moe Brummel is a single and harassed New York City police detective who starts to get phone calls from the strangler and builds a strange alliance as a result. Kate Palmer is a swinging, hip tour guide who witnesses the strangler leaving her dead neighbor's apartment and sets her sights on the detective. Moe's live-in mother wishes her son would be a successful Jewish doctor like his big brother.",tt0063356,0,0.0,6.3,12.0,1960-1969
Coogan's Bluff,"Action, Crime, Drama, Thriller",1968,Coogan (Clint Eastwood) an Arizona deputy sheriff goes to New York to pick up a prisoner. While escorting the prisoner to the airport he escapes and Coogan heads into the City to recapture him.,tt0062824,0,3110000.0,6.2,80.0,1960-1969
Where Were You When the Lights Went Out?,Comedy,1968,"When the Great Northeast Blackout of 1965 hit, millions of people were left in the dark, including Waldo Zane, a New York executive in the process of stealing a fortune from his company, and two people whose paths he's destined to cross, Broadway actress Margaret Garrison and her husband, Peter.",tt0063801,0,0.0,5.9,5.0,1960-1969
The Queen,Documentary,1968,"Jack is 24, sometimes he's a drag queen named Sabrina. In 1967, as Sabrina, he's the mistress of ceremonies at a national drag queen contest in New York City. The camera goes behind the scenes, recording the rehearsals leading up to the contest, the conversations in the dressing room (about draft boards, sexual identity and sex-change operations, and being a drag queen), and the jealousies that emerge before and after the competition. Jack introduces us to Richard, a young man who becomes Jack's protégé. As Miss Harlow, Richard enters the contest. One of his principal competitors is Miss Crystal, who's from Manhattan. Who will win the crown?",tt0063477,0,0.0,5.0,1.0,1960-1969
Scandali nudi,,1968,"'Blip Festival: Reformat the Planet' is a feature length documentary which delves into the movement known as ChipTunes, a vibrant underground scene based around creating new, original music using old video game hardware. Familiar devices such as the Nintendo Game Boy and Nintendo Entertainment System are pushed in new directions with startling results. Using New York as a microcosm for a larger global movement, 'Reformat the Planet' maps out the genesis of the first annual Blip Festival, a four day celebration of over 30 international artists exploring the untapped potential of low-bit video game consoles. With floor-stomping rhythms and fist-waving melodies, trailblazers of the ChipTune idiom descend upon Manhattan to pen a new chapter in the history of electronic music.",tt0058551,0,0.0,0.0,0.0,1960-1969
The Night They Raided Minsky's,Comedy,1968,"Rachel arrives in New York from her Amish community intent on becoming a dancer. Unfortunately Billy Minsky's Burlesque is hardly the place for her Dances From The Bible. But the show's comedian Raymond sees a way of wrong-footing the local do-gooders by announcing the new Paris sensation ""Mme Fifi"" and putting on Rachel's performance as the place is raided. All too complicated, the more so since her father is scouring the town for her and both Raymond and his straight-man Chick are falling for Rachel.",tt0063348,0,0.0,4.4,6.0,1960-1969
No More Excuses,Comedy,1968,A bizarre portrait of the New York singles scene.,tt0251300,0,0.0,5.0,1.0,1960-1969
Rosemary's Baby,"Horror, Drama, Mystery",1968,A young couple moves into an infamous New York apartment building to start a family. Things become frightening as Rosemary begins to suspect her unborn baby isn't safe around their strange neighbors.,tt0063522,3200000,33395426.0,7.5,892.0,1960-1969
Mingus: Charles Mingus 1968,,1968,A close-up of bass player and composer Charlie Mingus as he and his five-year-old daughter await eviction by the City of New York.,tt0189740,0,0.0,0.0,0.0,1960-1969
Symbiopsychotaxiplasm: Take One,Documentary,1968,"In Manhattan's Central Park, a film crew directed by William Greaves is shooting a screen test with various pairs of actors. It's a confrontation between a couple: he demands to know what's wrong, she challenges his sexual orientation. Cameras shoot the exchange, and another camera records Greaves and his crew. Sometimes we watch the crew discussing this scene, its language, and the process of making a movie. Is there such a thing as natural language? Are all things related to sex? The camera records distractions - a woman rides horseback past them; a garrulous homeless vet who sleeps in the park chats them up. What's the nature of making a movie?",tt0296881,0,0.0,7.8,6.0,1960-1969
Wild 90,"Drama, Crime",1968,"Norman Mailer’s first feature filmmaking effort stars the director and his two longtime collaborators Buzz Farbar and Mickey Knox as a trio of gangsters holed up in a ramshackle New York apartment, drinking, braying, and fighting.",tt0062492,0,0.0,5.0,1.0,1960-1969
The Detective,"Drama, Mystery, Thriller",1968,"Police detective Joe Leland investigates the murder of a homosexual man. While investigating, he discovers links to official corruption in New York City in this drama that delves into a world of sex and drugs.",tt0062883,0,0.0,6.3,13.0,1960-1969
Don't Make Waves,Comedy,1967,"New York tourist Tony Curtis falls asleep on a Southern California beach on his first night in the West and wakes up to The New Phantasmagoria--catamarans, surfers (including a dog), bodybuilders, acrobats, motorcycle chicken races, a nut fishing in the shallows . . . and Sharon Tate as a skydiver named Malibu who gives Curtis the rapture of artificial respiration when he is conked on the head by a flying surfboard.",tt0061590,0,0.0,6.4,8.0,1960-1969
Up the Down Staircase,Drama,1967,"Sylvia Barrett is a rookie teacher at New York's inner-city Calvin Coolidge High: her lit classes are overcrowded, a window is broken, there's no chalk, books arrive late. The administration is concerned mainly with forms and rules (there's an up and and a down staircase); bells ring at the wrong time. Nevertheless, she tries. How she handles the chaos and her despair in her first semester makes up the film: a promising student drops out, another sleeps through class, a girl with a crush on a male teacher gets suicidal, and a bright but troublesome student misunderstands Sylvia's reaching out. A discussion of Dickens, parents' night, and a mock trial highlight the term. Can she make it?",tt0062425,0,0.0,6.2,5.0,1960-1969
The Shuttered Room,"Drama, Mystery, Horror",1967,"In a small island off the American coast, the Whateleys live in an old mill where a mysterious bloody being creates an atmosphere of horror. After her parents get killed by lightning, young Susannah is sent to New York by her aunt Agatha, who wants her to avoid the family curse. Years later Susannah, now married, persuades her husband to spend a holiday in the abandoned mill. Once on the island, Susannah and Mike soon find themselves exposed to the hostility of a gang of thugs led by Ethan, Susannah's brutal cousin.",tt0062266,0,0.0,6.0,13.0,1960-1969
The Incident,"Thriller, Drama",1967,Two young hoodlums (including a young Martin Sheen) terrorize the passengers of a late night New York City subway train.,tt0061814,0,0.0,5.9,8.0,1960-1969
A Countess from Hong Kong,"Comedy, Romance",1967,A Russian countess stows away in the stateroom of a married U.S. diplomat bound for New York.,tt0061523,3500000,2000000.0,5.9,36.0,1960-1969
Who's That Knocking at My Door,"Drama, Romance",1967,"J.R. is a typical Italian-American on the streets of New York. When he gets involved with a local girl, he decides to get married and settle down, but when he learns that she was once raped, he cannot handle it. More explicitly linked with Catholic guilt that Scorsese's later work, we see what happens to J.R. when his religious guilt catches up with him.",tt0063803,0,0.0,5.9,30.0,1960-1969
Enter Laughing,,1967,"David Kolowitz, a nice young man living with his parents in New York City in 1938, works at a machine repair shop. His parents want David to study to become a pharmacist. But what he really wants is to be an actor like his idol, Ronald Colman. One day, at his friend Marvin's suggestion, David tries out for a part in a play, and gets it, despite his obvious lack of acting experience (not to mention ability). True, it's a rather small part in a low-rent production. Leading the troupe is a washed-up, alcoholic actor who hires David at the urging of his actress-daughter, who finds David ""cute."" To play his part, David must come up with his own costume - a tuxedo - and pay the house five dollars a week, ostensibly for tuition. But it is David's first acting job, one which calls for him to ""enter laughing."" And if it doesn't work out - well, there's always pharmacy school.",tt0061626,0,0.0,6.0,1.0,1960-1969
Thoroughly Modern Millie,"Comedy, Music, Romance",1967,"Millie Dillmount, a fearless young lady fresh from Salina, Kansas, determined to experience Life, sets out to see the world in the rip-roaring Twenties. With high spirits and wearing one of those new high hemlines, she arrives in New York to test the ""modern"" ideas she had been reading about back in Kansas: ""I've taken the girl out of Kansas. Now I have to take Kansas out of the girl!""",tt0062362,0,0.0,7.1,26.0,1960-1969
Any Wednesday,"Comedy, Romance",1966,"Ellen Gordon, a New York executive's mistress falls for the executive's young business associate when the young man is accidentally sent to use the apartment where the executive and his mistress get together every Wednesday. More complications arise when the executive's wife shows up with plans to redecorate the apartment.",tt0060112,0,0.0,6.1,5.0,1960-1969
You're a Big Boy Now,"Comedy, Romance, Drama",1966,"Bernard Chanticleer's father gives him two simple words of advice: ""Grow up."" Bernard knows that his first step is to find a girl who's ""willing,"" but he passes up a sure thing, Amy Partlett, for a more elusive goal. Her name is Barbara Darling, an inscrutable go-go dancer. More than a few obstacles keep Bernard from his dream world. There's his doting mother, who mails him locks of her hair and weeps at the thought of her baby as a man; there's a malicious rooster, trained to attack pretty girls, patrolling the halls of his New York City rooming house; and most of all, there's Barbara herself. She turns out to be a man hater, emotionally scarred by the lecherous wooden-legged hypnotherapist who ""counseled"" her in high school. All in all, Bernard finds himself in an improbable universe with a calculated clumsiness designed to evoke his confusing coming-of-age.",tt0061209,0,0.0,5.9,13.0,1960-1969
Chelsea Girls,,1966,"Lacking a formal narrative, Warhol's art house classic follows various residents of the Chelsea Hotel in 1966 New York City, presented in a split screen with a single audio track in conjunction with one side of screen.",tt0061465,3000,0.0,6.6,6.0,1960-1969
A Report on the Party and the Guests,Drama,1966,"In Jan Němec’s surreal fable, a picnic is rudely transformed into a lesson in political hierarchy when a handful of mysterious authority figures show up. This allegory about oppression and conformity was banned in its home country but became an international success after it premiered at the New York Film Festival.",tt0063371,0,0.0,7.0,5.0,1960-1969
The Great Race,"Adventure, Comedy",1965,"Professional daredevil and white-suited hero, The Great Leslie, convinces turn-of-the-century auto makers that a race from New York to Paris (westward across America, the Bering Straight and Russia) will help to promote automobile sales. Leslie's arch-rival, the mustached and black-attired Professor Fate vows to beat Leslie to the finish line in a car of Fate's own invention.",tt0059243,12000000,25333333.0,7.2,64.0,1960-1969
The Gendarme in New York,Comedy,1965,"The second installment of Gendarmes series, tells the story of Sergeant Cruchot (Louis De Funes), who, together with his faithful comrades, has been sent to the International Congress of Gendarmerie in N.Y.",tt0060450,0,0.0,6.1,71.0,1960-1969
Mirage,"Mystery, Thriller",1965,"New York City. David Stillwell struggles to recover his memory before the people who are trying to kill him succeed. Who is he, who are they, and why is he surrounded by murder?",tt0059448,0,0.0,6.5,20.0,1960-1969
Dear Heart,"Comedy, Family",1964,A lonely Ohio spinster hopes to find romance when she travels to New York City for a postmasters' convention.,tt0057999,0,0.0,8.0,4.0,1960-1969
Hamlet from the Lunt-Fontanne Theatre,,1964,A stage production of Hamlet filmed at the Lunt-Fontanne Theatre in New York.,tt0058175,0,0.0,6.0,2.0,1960-1969
The Wheeler Dealers,"Comedy, Romance",1963,"Henry J. Tyroone leaves Texas, where his oil wells are drying up, and arrives in New York with a lot of oil money to play with in the stock market.  He meets stock analyst Molly Thatcher, who tries to ignore the lavish attention he spends on her but ...",tt0057681,0,0.0,6.4,6.0,1960-1969
Critic's Choice,"Comedy, Romance",1963,Bob Hope is a New York theater critic and his wife (Lucille Ball in their final motion picture pairing) writes a play that may or may not be very good. Now Hope must either get out of reviewing the play or cause the breakup of his marriage. Based on the Broadway play by Ira Levin.,tt0056964,0,0.0,4.7,3.0,1960-1969
Sunday in New York,"Romance, Comedy",1963,"Eileen is 22 and is smarting from her breakup with Russ. She comes to New York to visit her brother, Adam, who is an airline pilot. Eileen confides to her brother that she thinks she may be the only 22 year old virgin left in the world. Adam assures her that sex is not what all men look for and insists he hasn't slept around. Of course, Adam is lying and is in hot pursuit of a tryst with his occasional girlfriend Mona. However, Adam's date with Mona has a series of job related interruptions. Meanwhile, Eileen decides to see if she can have some fun for herself in New York, and seems to find the perfect candidate in Mike, a man she meets on the bus. But things get complicated when Russ pops in with a proposal and a mistaken assumption.",tt0057543,0,0.0,5.3,10.0,1960-1969
21-87,Documentary,1963,"""21-87 is a 1963 Canadian abstract film created by Arthur Lipsett that lasts 9 minutes and 33 seconds.  The short film, produced by the National Film Board of Canada, is a collage of snippets from discarded footage found by Lipsett in the editing room of the National Film Board (where he was employed as an animator), combined with his own black and white 16mm footage which he shot on the streets of Montreal and New York City, among other locations.""",tt0222664,0,0.0,7.9,10.0,1960-1969
Kiss,Documentary,1963,"Kiss (1963) is an experimental film directed by Andy Warhol, which runs 50 minutes and features various couples -- man and woman, woman and woman, man and man -- kissing for 3½ minutes each. The film features Naomi Levine, Gerard Malanga, Rufus Collins, and Ed Sanders. Kiss was followed by Eat (1963), Sleep (1963), and Blow Job (1964). This was one of the first films Warhol made at The Factory in New York City.",tt0213035,0,0.0,6.2,5.0,1960-1969
Two for the Seesaw,Romance,1962,"Jerry Ryan wanders aimlessly around New York after giving up his Nebrascan law practice. His wife asks for a divorce. He meets Gittel, a struggling dancer from Greenwich Village and they try to sort out their lives. An extended conversation piece with a static camera, but reflects the moral climate of the time.",tt0056626,0,0.0,4.0,6.0,1960-1969
Safe at Home!,"Drama, Comedy",1962,"A Florida boy (Bryan Russell) tells his Little League buddies that his father knows two New York Yankees (Mickey Mantle, Roger Maris).",tt0056435,0,0.0,4.5,2.0,1960-1969
The Connection,Drama,1962,"Eight drug addicts are waiting for their connection in a New York apartment belonging to Leach. Jim Dunn, a budding filmmaker, has agreed to pay for the fix if the addicts will allow him to film the connection scene. After the men get their shots, they talk Dunn into trying heroin in order to understand the subject ""first hand."" He becomes ill and while sleeping, Leach takes an overdose that puts him into a coma. Dunn recovers, with the aid of the connection, and writes off the film as a failure.",tt0054763,167,0.0,5.1,5.0,1960-1969
The Exterminating Angel,"Comedy, Drama, Fantasy",1962,"The guests at an upper-class dinner party find themselves unable to leave.  The Exterminating Angel is a 1962 surrealist film, written and directed by Luis Buñuel, starring Silvia Pinal. Sharply satirical and allegorical, the film contains a view of human nature suggesting ""mankind harbors savage instincts and unspeakable secrets"". It is considered one of the best 1,000 films by The New York Times.",tt0056732,0,0.0,7.8,118.0,1960-1969
Pocketful of Miracles,"Comedy, Drama",1961,"Damon Runyon's fairytale, sweet and funny, is told by director Frank Capra. Boozy, brassy Apple Annie, a beggar with a basket of apples, is as much as part of downtown New York as old Broadway itself. Bootlegger Dave the Dude is a sucker for her apples --- he thinks they bring him luck. But Dave and girlfriend Queenie Martin need a lot more than luck when it turns out that Annie is in a jam and only they can help: Annie's daughter Louise, who has lived all her life in a Spanish convent, is coming to America with a Count and his son. The count's son wants to marry Louise, who thinks her mother is part of New York society. It's up to Dave and Queenie and their Runyonesque cronies to turn Annie into a lady and convince the Count and his son that they are hobnobbing with New York's elite.",tt0055312,2900000,5000000.0,7.3,25.0,1960-1969
New York Lightboard Record,"Documentary, Animation",1961,"New Yorkers watch as Norman McLaren's animated promotional film for Canadian tourism plays on the giant pixelboard overlooking Times Square. The caption below the board reads: ""Canada... Wonderful World At Your Doorstep"". McLaren himself is a member of the crowd.",tt0055227,0,0.0,0.0,0.0,1960-1969
Mad Dog Coll,"Crime, Drama",1961,"Killer Vincent ""Mad Dog"" Coll moves in on gangster Dutch Schultz in 1920s New York.",tt0055118,0,0.0,6.0,1.0,1960-1969
Back Street,Drama,1961,"Ambitious but thwarted, Rae Smith meets handsome Marine Paul Saxon, (of the Saxon department store chain), as he passes through Lincoln, Nebraska, on his way home from World War II. There's a definite spark between them but circumstances intervene and he leaves town without her. Later she learns he's married. Determined to make it as a fashion designer, Rae moves to New York and becomes a great success. One day she happens to meet Paul again and again there's that spark but he's still married so, as a form of escape, Rae moves to Rome to set up shop. Once again she meets Paul and finally they begin an actual affair since Paul's shrewish, drunken wife, Liz, won't give him a divorce. Time passes, the affair continues whenever time and place permit, but then, Paul's young son finds out about Rae and Rae's back-street world begins to crumble.",tt0054653,0,0.0,6.4,4.0,1960-1969
Blast of Silence,"Action, Crime, Drama, Thriller",1961,"A hired killer from Cleveland has a job to do on a second-string mob boss in New York. But a special girl from his past, and a fat gun dealer with pet rats, each gets in his way.",tt0054687,0,0.0,7.4,17.0,1960-1969
The Second Time Around,"Western, Family",1961,"In 1911, a widow with two children leaves New York City for territorial Arizona and becomes a ranch hand and later gets herself elected sheriff. A gambler and a rancher become rivals for her affections.",tt0055421,0,0.0,4.0,1.0,1960-1969
West Side Story,"Crime, Drama, Music",1961,"In the slums of the upper West Side of Manhattan, New York, a gang of Polish-American teenagers called the Jets compete with a rival gang of recently immigrated Puerto Ricans, the Sharks, to ""own"" the neighborhood streets. Tensions are high between the gangs but two kids, one from each rival gang, fall in love leading to tragedy.",tt0055614,6000000,43656822.0,7.0,399.0,1960-1969
The Rat Race,"Comedy, Drama, Romance",1960,"Tender romantic comedy about an aspiring musician who arrives in New York in search of fame &amp; fortune. He soon meets a taxi dancer, moves in with her, and before too long a romance develops.",tt0054230,0,0.0,6.7,5.0,1960-1969
Please Don't Eat the Daisies,"Comedy, Family, Romance",1960,"Drama critic Larry McKay, his wife Kay, and their four sons move from their crowded Manhattan apartment to an old house in the country. While housewife Kay settles into suburban life, Larry continues to enjoy the theater and party scene of New York. Kay soon begins to question Larry's fidelity when he mentions a flirtatious encounter with Broadway star Deborah Vaughn",tt0054188,0,0.0,5.7,18.0,1960-1969
From the Terrace,"Drama, Romance",1960,"Alfred Eaton, an ambitious young executive, climbs to the top of New York's financial world as his marriage crumbles. At the brink of attaining his career goals, he is forced to choose between business success, married to the beautiful, but unfaithful Mary and starting over with his true love, the much younger Natalie.",tt0053841,0,0.0,5.8,5.0,1960-1969
Pay or Die!,Crime,1960,"A beautifully rendered, fact-based crime film about a crusading Italian policeman battling Black Hand extortionists in New York’s Little Italy is back on the big screen. In addition to Ernest Borgnine’s brilliantly sensitive portrayal as Lieutenant Joseph Petrosino, this engrossing picture is deftly photographed by Lucien Ballard, beautifully scored by David Raksin with a stellar supporting cast including Zohra Lampert and Alan Austin. Literate, suspenseful and emotionally moving, this memorable film remains the definitive depiction about the emergence of the Mafia in America.",tt0054164,0,0.0,6.8,2.0,1960-1969
Last Woman on Earth,"Mystery, Romance, Science Fiction, Drama",1960,"Harold Gern, a successful businessman from New York who is constantly in legal trouble, is spending a holiday in Puerto Rico with his attractive wife Evelyn, whom he married “between trials”. They are joined by Martin Joyce, Harold's lawyer, who has come to discuss the latest indictment. Harold invites him along on a boat trip during which all three try out some newly bought scuba diving equipment. When they resurface, they are unable to breathe without using their scuba tanks. They climb back into their boat and find Manuel, the crewman, dead, apparently of asphyxiation. Upon rowing ashore, they enter the jungle. (from Wikipedia)",tt0054017,0,0.0,4.5,13.0,1960-1969
The Apartment,"Comedy, Drama, Romance",1960,"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.",tt0053604,3000000,25000000.0,8.1,498.0,1960-1969
The Rise and Fall of Legs Diamond,"Crime, History",1960,The New York killer (Ray Danton) goes from mob bodyguard to mob boss to mob target.,tt0054243,0,0.0,5.0,4.0,1960-1969
Ben-Hur,"Action, Adventure, Drama, History",1959,"Ben-Hur is a 1959 epic film directed by William Wyler, the third film version of Civil War vet Lew Wallace's 1880 novel Ben-Hur: A Tale of the Christ. It premiered at Loew's State Theatre in New York City on November 18, 1959. The movie's reputation as a classic is primarily based on two spectacular action sequences:  the great chariot race and a Roman naval battle, along with lavish production values and strong performances.  The plot of Ben Hur revolves around a Jewish prince who is betrayed and sent into slavery by a Roman friend and how he regains his freedom and comes back for revenge. However, instead he finds redemption in Christ, the theme is ultimately about being saved in the Christian sense.  The film went on to win a record of eleven Academy Awards, including Best Picture and Best Actor (Charlton Heston as Ben Hur). This record-setting Oscars sweep has since been equaled by Titanic in 1998 and The Lord of the Rings: The Return of the King in 2004, but never broken.",tt0052618,15000000,146900000.0,7.5,660.0,1950-1959
It Started With A Kiss,"Comedy, Romance",1959,"While on leave in New York, a serviceman both weds a chorus girl and wins a red convertible in a charity raffle. Both his wife and the car turn out to be problematic. Comedy.",tt0052934,0,0.0,0.0,0.0,1950-1959
That Kind of Woman,"Drama, Comedy, Romance",1959,A young GI (Tab Hunter) falls in love with a kept woman (Sophia Loren) on a train to New York.,tt0053349,0,0.0,6.0,1.0,1950-1959
"The World, the Flesh and the Devil","Drama, Science Fiction",1959,"Ralph Burton is a miner who is trapped for several days as a result of a cave-in. When he finally manages to dig himself out, he realizes that all of mankind seems to have been destroyed in a nuclear holocaust. He travels to New York City only to find it deserted. Making a life for himself there, he is flabbergasted to eventually find Sarah Crandall, who also managed to survive. Together, they form a close friendship until the arrival of Benson Thacker who has managed to pilot his small boat into the city's harbor. At this point the tensions rise between the three, particularly between Thacker, who is white and Burton, who is black.",tt0053454,0,0.0,5.8,16.0,1950-1959
Shadows,Drama,1959,"Shadows is an improvisation inspired film about interracial relations during the Beat Generation years in New York City, and was written and directed by John Cassavetes. The film stars Ben Carruthers, Lelia Goldoni, Hugh Hurd, and Anthony Ray. Many film scholars consider Shadows one of the highlights of independent film in the U.S. In 1960 the film won the Critics Award at the Venice Film Festival.",tt0053270,0,0.0,7.2,39.0,1950-1959
Two Men in Manhattan,"Crime, Drama, Mystery, Thriller",1959,Two French journalists become embroiled in a criminal plot in New York City involving a disappeared United Nations diplomat.,tt0052733,0,0.0,6.5,12.0,1950-1959
The Mouse That Roared,Comedy,1959,"The Duchy of Grand Fenwick decides that the only way to get out of their economic woes is to declare war on the United States, lose and accept foreign aid. They send an invasion force to New York (armed with longbows) which arrives during a nuclear drill that has cleared the streets.",tt0053084,0,0.0,6.9,23.0,1950-1959
St. Louis Blues,"Drama, Music",1958,"Will Handy grows up in Memphis with his preacher father and his Aunt Hagar. His father intends for him to use his musical gifts only in church, but he can't stay away from the music of the streets and workers. After he writes a theme song for a local politician, Gogo, a speakeasy singer, convinces Will to be her accompanist. Will is estranged from his father for many years while he writes and publishes many blues songs. At last the family is reunited when Gogo brings them to New York to see Will's music played by a symphony orchestra.",tt0052234,0,0.0,7.0,1.0,1950-1959
Stage Struck,"Drama, Romance",1958,"A small-town actress (Susan Strasberg) meets a New York producer (Henry Fonda) and playwright, and replaces their show's moody star (Joan Greenwood).  This film marked Christopher Plummer's film debut, and was a remake of the 1933 “Morning Glory” with Katherine Hepburn. Douglas Fairbanks, Jr., and Adolphe Menjou in the corresponding three lead roles.",tt0052235,0,0.0,6.0,2.0,1950-1959
Marjorie Morningstar,"Drama, Romance",1958,"While working as a counselor at a summer camp, college-student Marjorie Morgenstern falls for 32-year-old Noel Airman, a would-be dramatist working at a nearby summer theater. Like Marjorie, he is an upper-middle-class New York Jew (born 'Ehrman'), but has fallen away from his roots, and Marjorie's parents object among other things to his lack of a suitable profession, such as medicine or law. Noel himself warns Marjorie repeatedly that she's much too naive and conventional for him, but they nonetheless fall in love. As they pursue an on-again-off-again relationship, Marjorie completes her studies at Hunter College, and works to establish an acting career, while Noel first leaves the theater for a job with an advertising agency, but later completes a musical he'd started writing before he and Marjorie had first met.",tt0051911,0,0.0,5.5,5.0,1950-1959
The Deadly Mantis,"Thriller, Horror, Romance, Science Fiction",1957,"The calving of an Arctic iceberg releases a giant praying mantis, trapped in suspended animation since prehistoric times. It first attacks military outposts to eat their occupants, then makes its way to the warmer latitudes of Washington and New York. A paleontologist works together with military units to try to kill it. (copied from IMDB)",tt0050294,0,0.0,5.3,16.0,1950-1959
